id,Tweet,author,language,url,Fecha,
1.02599592410184E+018,RT @Ser_Imperial: @lopezobrador_  https://t.co/yjAwCXUwQ6,Lia_100,,https://twitter.com/Lia_100/status/1025995924101836800,Sun Aug 05 06:44:25 +0000 2018,
1.0259959527028E+018,RT @luieslo: @lopezobrador_ Quien es el dueño de Agromod? Alfonso Romo...que no se va a licitar este contrato?? Ya empezó la repartición? @…,notimxm,,https://twitter.com/notimxm/status/1025995952702803968,Sun Aug 05 06:44:31 +0000 2018,
1.02599595234193E+018,RT @epigmenioibarra: No se trata de que @lopezobrador_ resuelva solo los problemas del país querido Lorenzo Meyer. En efecto no es un mago…,Hasardevi,,https://twitter.com/Hasardevi/status/1025995952341934081,Sun Aug 05 06:44:31 +0000 2018,
1.02599594473781E+018,"@vax_jj @lili_0069 @rhgirard @econokafka @lopezobrador_ @ABarrancoCh https://t.co/mS7CVGAnfG No soy tu chairo, mejo… https://t.co/BCNkYcbpd1",fjalfaro7,,https://twitter.com/fjalfaro7/status/1025995944737812480,Sun Aug 05 06:44:29 +0000 2018,
1.02599599334141E+018,"RT @RaymundoUtrera: @nhassoeh @AlmendraYek @PedroRamosFranc @Monicucha @PabloHiriart @lopezobrador_ @JoseAMeadeK ¿Recibir la crítica?, ja!,…",eddie7676,,https://twitter.com/eddie7676/status/1025995993341411328,Sun Aug 05 06:44:41 +0000 2018,
1.02599596881739E+018,RT @delgado1961: @lopezobrador_ Solo una pegunta? De quien Agromod? Nos es de Romo?,notimxm,,https://twitter.com/notimxm/status/1025995968817389568,Sun Aug 05 06:44:35 +0000 2018,
1.02599601017315E+018,@miositopanzon @Wilfrid78276543 @rocionahle @lopezobrador_ Esos van pa secretarias...,buchinichi,,https://twitter.com/buchinichi/status/1025996010173149184,Sun Aug 05 06:44:45 +0000 2018,
1.02599600833173E+018,"RT @jgnaredo: Dice @jorgeramosnews que @lopezobrador_ comienza a “traicionar” a sus votantes por haber nombrado a Bartlett en la CFE.

Duda…",JHILDAM,,https://twitter.com/JHILDAM/status/1025996008331730950,Sun Aug 05 06:44:45 +0000 2018,
1.02599600223334E+018,"RT @koyuca: @lopezobrador_ otro negocio de tu cómplice alfonso romo, presidente del grupo plenus dueño de agromod y no, no es casualidad ht…",notimxm,,https://twitter.com/notimxm/status/1025996002233339904,Sun Aug 05 06:44:43 +0000 2018,
1.02599606212385E+018,@lopezobrador_ Andrés Manuel por éste medio pedimos apoyo para poner Alto al Srio. Gral. De la Secc'n 47 en cd. Cmn… https://t.co/Ejs14w7pKi,MunosZapata,,https://twitter.com/MunosZapata/status/1025996062123847680,Sun Aug 05 06:44:57 +0000 2018,
1.02599604174788E+018,https://t.co/7uGotPIh4Y,RodrigoArroyo01,,https://twitter.com/RodrigoArroyo01/status/1025996041747877889,Sun Aug 05 06:44:53 +0000 2018,
1.02599601965652E+018,"RT @QuesaVerdades: Me acaban de mandar un mensaje a la página de facebook diciendo que el proyecto de crear 400,000 empleos en la siembra d…",ferminhernande9,,https://twitter.com/ferminhernande9/status/1025996019656519680,Sun Aug 05 06:44:47 +0000 2018,
1.02599608428658E+018,#Destacado Asegura @lopezobrador_ que no será tapadera de nadie | https://t.co/4aVGqma1LA,Altavozmex,,https://twitter.com/Altavozmex/status/1025996084286578688,Sun Aug 05 06:45:03 +0000 2018,
1.02599608141325E+018,"RT @yeidckol: Continuan los trabajo previos para un gran proyecto de desarrollo económico en todo el pais.
@lopezobrador_ será el mejor pre…",gloria_colion,,https://twitter.com/gloria_colion/status/1025996081413246977,Sun Aug 05 06:45:02 +0000 2018,
1.02599611810091E+018,RT @BibiMonteroDR: @lopezobrador_ Algunos dicen que por qué no reconociste el triunfo de Calderón y Peña. ¿Se debe reconocer a quienes te r…,beretovartre,,https://twitter.com/beretovartre/status/1025996118100914177,Sun Aug 05 06:45:11 +0000 2018,
1.02599610311462E+018,@msanchezc13 @GabrielRafaelMM @gab_cab @logof781 @jgnaredo @LeonKrauze @lopezobrador_ Así es. Morelos para proteger… https://t.co/gGxxa6FdSi,RsJurado1,,https://twitter.com/RsJurado1/status/1025996103114620928,Sun Aug 05 06:45:07 +0000 2018,
1.0259961207936E+018,"Dicen que el pastor conoce sus ovejas y estas le conocen a él. Amlo, @lopezobrador_ era la oveja perdida pero ha vu… https://t.co/6cPjuVLwka",crisire23,,https://twitter.com/crisire23/status/1025996120793604096,Sun Aug 05 06:45:11 +0000 2018,
1.02599617250956E+018,"RT @miguela55309845: Se nota que es un usurpador ilegítimo, ladrón de la voluntad popular... https://t.co/JLOO4GpQnW",hector44160711,,https://twitter.com/hector44160711/status/1025996172509564934,Sun Aug 05 06:45:24 +0000 2018,
1.02599617339017E+018,"RT @PolibiodArcadia: 🧐Avísenle a @DanteDelgado que no hay tal gasolinazo, se llama deslizamiento inflacionario, @lopezobrador_ al ser gobie…",yanni58,,https://twitter.com/yanni58/status/1025996173390172161,Sun Aug 05 06:45:24 +0000 2018,
1.02599632399097E+018,"@Chabely21462194 @humovic @salgado_jorge @RoanaBuenavent1 @ABarrancoCh @lopezobrador_ -Esté aja! Chabely , que no e… https://t.co/gefEMNzNH3",Mexico_taanil,,https://twitter.com/Mexico_taanil/status/1025996323990974464,Sun Aug 05 06:46:00 +0000 2018,
1.02599630882018E+018,RT @LaydaSansores: “Hay que poner orden en el sector energético” -dice @lopezobrador_ al defender el nombramiento de @ManuelBartlett.- “Hoy…,antonio22943071,,https://twitter.com/antonio22943071/status/1025996308820176896,Sun Aug 05 06:45:56 +0000 2018,
1.02599628127183E+018,"RT @ByronBarranco: .
El día ocho del mes ocho
del año dos mil dieciocho
@lopezobrador_ será
sin duda nombrado ya
de modo justo y perfecto
p…",LlucyRobles,,https://twitter.com/LlucyRobles/status/1025996281271832576,Sun Aug 05 06:45:50 +0000 2018,
1.02599636574108E+018,"RT @edinakisa: Esas palabras, nada comunes en el vox populi, buena lid y honorable, las he escuchado decir a @lopezobrador_ . Dáte cuenta @…",jucarso4,,https://twitter.com/jucarso4/status/1025996365741076480,Sun Aug 05 06:46:10 +0000 2018,
